,close,date,high,low,ma10,ma20,ma5,max_close,max_high,max_volume,min_close,min_low,min_volume,open,p_change,price_change,stock_code,turnover,v_ma10,v_ma20,v_ma5,volume
252,19.31,2017-01-17,19.56,18.23,20.515,21.044,19.772,19.93,20.08,96653.77,19.14,18.23,5.0,18.53,3.76,0.7,300418,2.18,69213.02,66568.26,78679.35,96653.77
8,19.2,2016-01-14,19.44,17.27,21.302,23.028,19.328,19.98,20.75,191578.22,18.1,16.6,115403.12,17.41,6.9,1.24,600372,0.82,131422.04,130395.61,152412.87,144599.59
86,18.0,2016-05-12,18.15,17.59,18.78,19.481,18.276,18.73,18.88,105195.41,17.85,17.59,44092.58,17.7,0.56,0.1,600372,0.32,85945.64,137941.45,83625.76,56708.03
132,21.26,2016-07-19,21.26,20.9,21.831,20.675,21.426,21.26,21.57,160717.66,19.66,19.5,63396.99,20.93,1.62,0.34,600372,0.52,207029.47,213240.79,149178.35,90748.26
160,20.32,2016-08-26,20.39,20.05,20.478,20.285,20.23,20.83,20.93,142906.34,20.1,19.82,32388.89,20.1,1.25,0.25,600372,0.43,75913.29,71593.72,61968.95,75142.18
288,20.23,2017-03-13,20.32,19.85,20.344,20.151,20.174,20.23,20.32,108914.3,19.73,19.7,41633.74,19.85,2.02,0.4,600372,0.62,115065.74,98444.74,91567.42,108914.3
159,12.3,2016-08-25,12.3,11.88,12.368,12.283,12.352,12.58,12.68,69774.35,12.09,11.88,33991.16,12.18,0.33,0.04,600889,1.8,58931.95,67695.89,46738.2,55423.37
174,11.89,2016-09-19,11.91,11.76,12.261,12.287,11.97,12.11,12.52,96132.06,11.65,11.5,18802.68,11.76,0.93,0.11,600889,0.82,48040.01,47732.83,39067.54,25216.65
184,12.0,2016-10-10,12.05,11.69,11.919,12.09,11.808,12.26,12.33,80856.37,11.86,11.69,28063.92,11.72,3.0,0.35,600889,2.63,46441.35,47240.68,55129.8,80856.37
32,15.41,2016-10-10,15.43,15.02,15.943,16.78,15.318,15.45,15.57,278638.0,14.88,14.75,152099.91,15.12,2.39,0.36,601997,5.01,252494.63,325596.99,219775.93,250646.73
8,17.9,2016-01-14,18.0,17.0,19.381,21.13,18.092,17.9,18.05,51971.41,16.2,15.46,23684.45,17.29,2.23,0.39,002646,1.15,40551.44,54043.6,44141.08,51971.41
19,16.1,2016-01-29,16.28,15.66,16.89,17.845,16.348,16.81,17.06,45848.81,15.76,15.6,24722.15,15.68,3.21,0.5,002646,0.55,33053.65,37163.92,29637.17,24722.15
134,21.86,2016-07-21,22.19,21.52,22.232,21.561,21.796,21.9,22.19,92777.78,19.65,19.25,26480.41,21.6,1.25,0.27,002646,1.48,85063.01,86960.59,63047.12,66411.01
180,18.58,2016-09-27,18.6,18.28,19.131,19.595,18.982,19.28,19.34,27511.23,18.51,18.28,15278.27,18.39,0.87,0.16,002646,0.51,25090.09,25474.27,27050.83,22739.17
178,17.99,2016-09-30,18.15,17.77,19.115,19.37,18.088,18.95,19.39,67648.96,17.99,17.77,33423.29,17.8,0.84,0.15,300140,1.48,69069.76,71874.61,56513.68,35814.14
195,18.4,2016-11-03,18.71,17.98,18.583,18.496,18.346,19.67,19.9,103869.86,18.07,17.81,25688.42,18.0,1.88,0.34,300140,2.22,39201.96,41374.0,36679.55,53733.26
8,10.97,2016-01-14,11.2,9.76,13.368,14.516,12.21,11.91,11.91,351503.94,10.12,9.71,169802.62,10.04,3.2,0.34,600279,4.67,329507.29,322860.74,319142.83,215932.66
142,7.16,2016-08-02,7.17,6.98,7.404,7.435,7.232,7.7,7.97,295570.97,7.16,6.98,83778.23,7.0,2.14,0.15,600279,1.21,157917.63,152750.41,158373.21,83778.23
180,7.08,2016-09-27,7.09,6.92,7.237,7.471,7.184,7.33,7.39,97632.0,7.03,6.92,38316.0,6.92,1.14,0.08,600279,0.94,92071.81,181951.67,84260.36,64805.43
291,7.67,2017-03-16,7.68,7.53,7.655,7.765,7.618,7.67,7.68,152451.7,7.53,7.51,65636.75,7.53,2.27,0.17,600279,2.2,141560.97,215301.81,132460.1,152451.7
19,5.88,2016-01-29,5.97,5.62,6.188,6.455,5.946,6.78,6.96,432823.34,5.8,5.62,74489.41,5.69,3.7,0.21,002497,1.6,176376.79,176445.02,132203.38,117576.89
142,6.77,2016-08-02,6.79,6.71,7.246,7.524,6.882,6.9,6.97,118471.12,6.69,6.66,57581.96,6.73,0.59,0.04,002497,0.74,134443.35,184932.99,144523.64,57581.96
252,6.34,2017-01-17,6.35,6.2,6.742,6.871,6.556,6.57,6.66,85139.72,6.29,6.2,21705.0,6.27,1.12,0.07,002497,0.8,76539.44,88680.1,74396.47,62227.42
99,14.48,2016-09-06,14.5,14.14,14.635,14.622,14.438,14.62,14.7,60378.05,13.67,13.5,15111.0,14.29,1.33,0.19,603318,3.54,49775.82,51813.97,32276.94,37614.58
189,12.72,2017-01-20,12.84,12.4,13.391,13.754,12.666,13.76,13.9,24995.85,12.72,12.4,8518.5,12.41,2.5,0.31,603318,2.22,25419.28,26640.75,23598.82,23628.14
173,11.88,2016-09-14,11.95,11.42,12.496,12.832,12.156,12.16,12.45,192860.56,11.36,11.34,69817.0,11.61,0.94,0.11,002237,1.91,157301.52,157953.93,152912.35,155806.25
36,11.96,2016-03-01,12.15,11.52,13.393,13.297,12.654,12.6,12.87,179685.3,11.84,11.52,65754.34,11.76,2.31,0.27,002185,2.02,154908.29,141500.68,154701.1,140659.3
86,13.01,2016-05-12,13.03,12.52,13.402,13.534,13.086,13.35,13.44,82003.44,12.87,12.52,46361.86,12.86,0.31,0.04,002185,1.18,97600.5,105516.79,94367.06,82003.44
252,11.37,2017-01-17,11.39,11.05,11.949,12.17,11.606,11.37,11.49,99278.51,11.06,11.0,29.0,11.14,1.7,0.19,002185,0.93,124539.96,132814.92,119778.01,99278.51
141,10.73,2016-08-02,10.74,10.57,11.336,11.692,10.758,11.15,11.35,807282.0,10.62,10.42,213506.55,10.59,0.56,0.06,000060,0.97,450058.34,665263.58,483653.92,213506.55
172,10.37,2016-09-14,10.47,10.23,10.981,10.945,10.696,10.48,10.59,256026.42,10.0,9.91,118231.22,10.26,-0.19,-0.02,000060,0.68,429706.51,351115.09,297173.4,150308.94
237,11.2,2016-12-27,11.26,11.0,11.918,12.29,11.438,11.78,12.03,632541.75,11.15,11.0,143342.42,11.02,0.63,0.07,000060,1.48,367195.62,451172.84,318472.62,327649.84
19,4.13,2016-01-29,4.18,3.99,4.48,4.847,4.276,4.77,4.95,176738.48,4.01,3.97,53145.84,4.03,2.23,0.09,002305,1.24,78362.68,97329.3,80347.24,136193.38
45,4.6,2016-03-14,4.68,4.49,4.742,4.699,4.64,5.18,5.24,173341.91,4.48,4.43,50733.38,4.49,3.14,0.14,002305,0.73,118327.5,107753.96,75749.82,80007.27
163,5.8,2016-08-31,5.81,5.65,5.871,5.815,5.798,5.8,5.84,95172.55,5.57,5.55,25208.5,5.75,1.04,0.06,002305,0.8,108916.21,113423.57,84099.31,95172.55
230,5.06,2016-12-15,5.1,4.96,5.311,5.511,5.14,5.18,5.22,71729.36,5.04,4.96,37974.0,5.0,0.8,0.04,002305,0.49,83172.48,143107.52,66594.98,58115.02
289,5.05,2017-03-16,5.06,4.99,5.053,5.072,5.02,5.09,5.09,94645.96,5.05,4.99,69156.44,5.01,1.0,0.05,002305,0.72,63222.09,72559.4,61454.18,85931.72
235,30.35,2016-12-20,30.5,29.63,30.118,30.358,30.044,31.81,31.85,25446.08,30.35,29.63,7166.55,29.89,2.19,0.65,600566,1.49,17596.41,27819.64,17640.11,25446.08
257,29.7,2017-01-20,29.8,29.26,30.348,30.754,29.946,31.54,31.76,33005.05,29.43,29.26,3838.0,29.4,0.92,0.27,600566,0.16,19618.47,17529.08,28570.04,12577.21
8,6.12,2016-01-14,6.18,5.61,6.851,7.598,6.282,7.99,8.23,731545.25,5.71,5.61,3561.11,5.7,2.86,0.17,000571,2.77,215462.11,240465.65,204185.03,203483.05
68,8.97,2016-10-18,9.01,8.8,9.128,9.246,9.03,9.47,9.92,790355.38,8.92,8.8,67746.77,8.83,1.59,0.14,000571,1.13,96484.31,166854.74,98155.21,83057.93
89,7.62,2016-12-27,7.72,7.46,7.902,8.424,7.71,8.04,8.1,109579.7,7.53,7.46,60442.3,7.5,1.6,0.12,000571,1.05,119607.06,180116.07,109258.08,77377.22
103,7.51,2017-01-17,7.55,7.3,7.736,7.725,7.548,7.79,7.8,47829.61,7.45,7.3,4.0,7.38,0.81,0.06,000571,0.65,80440.73,84727.47,70216.5,47829.61
141,7.59,2017-03-16,7.65,7.5,7.687,7.794,7.612,7.65,7.78,62714.61,7.59,7.5,40104.19,7.5,1.06,0.08,000571,0.77,53188.48,55734.96,44979.44,56319.9
73,36.65,2016-04-22,36.95,34.5,37.169,36.183,36.214,36.65,36.95,66555.75,33.45,32.7,25831.04,34.5,5.32,1.85,002380,5.35,52543.54,45598.83,46704.36,56379.15
86,32.0,2016-05-12,32.0,29.91,33.115,34.553,32.04,32.0,32.49,26562.51,30.69,29.91,13349.27,30.97,1.91,0.6,002380,2.52,30908.4,37877.79,28107.42,26562.51
180,30.68,2016-09-27,30.75,30.2,30.49,31.084,30.428,31.69,31.95,18291.61,30.41,30.2,5914.95,30.2,1.86,0.56,002380,1.16,10145.43,12070.05,10584.98,12107.37
222,31.19,2016-12-05,31.5,30.77,32.085,32.377,31.732,31.44,31.5,24514.53,29.11,28.75,7381.12,30.81,0.23,0.07,002380,1.09,23623.88,33456.09,19785.38,11399.42
252,25.18,2017-01-17,25.45,24.13,28.118,28.631,26.784,26.03,26.12,17873.5,24.73,24.13,5829.24,24.95,0.92,0.23,002380,1.71,19038.49,14077.05,17758.82,17873.5
271,26.45,2017-02-20,26.66,25.57,25.997,25.645,25.918,26.94,27.25,19468.5,26.45,25.57,7848.74,25.69,3.36,0.86,002380,1.86,9966.17,9650.43,10285.6,19468.5
19,7.93,2016-01-29,8.06,7.53,8.601,9.099,8.14,8.87,8.96,113277.59,7.67,7.51,42841.89,7.53,5.31,0.4,300237,1.66,78576.46,102431.37,66021.51,66208.48
45,8.54,2016-03-14,8.62,8.24,8.53,8.698,8.354,11.05,11.08,214640.16,8.33,8.24,39135.26,8.24,4.27,0.35,300237,1.6,75004.05,79460.3,54182.65,63859.48
86,8.8,2016-05-12,8.89,8.4,9.614,10.011,9.058,9.05,9.16,84106.85,8.55,8.28,38979.85,8.7,0.57,0.05,300237,2.11,65329.54,77270.86,77127.36,84106.85
271,16.33,2017-02-20,16.5,15.1,16.696,16.446,16.426,16.33,16.58,105897.19,15.87,15.1,21583.68,16.12,1.24,0.2,300237,3.05,45217.62,42481.07,48568.72,105897.19
281,16.32,2017-03-06,16.37,16.0,16.088,16.392,16.068,17.98,18.4,151339.36,16.06,15.95,24888.12,16.0,2.84,0.45,300237,1.33,33473.98,39345.8,29224.96,46106.42
8,7.0,2016-01-14,7.04,6.48,7.742,8.747,7.02,7.15,7.55,314567.62,5.88,5.59,119916.74,6.51,3.4,0.23,000720,2.44,235590.07,285342.71,245886.27,210918.81
85,7.05,2016-12-01,7.07,6.94,7.128,7.128,7.026,7.05,7.15,191228.98,6.21,6.16,72263.98,6.97,1.29,0.09,000720,1.07,151010.8,231941.3,125823.35,92166.04
8,17.5,2016-01-14,17.58,15.97,20.083,22.535,17.744,19.13,19.49,170076.66,16.4,15.52,35747.55,16.12,4.17,0.7,002107,4.0,77842.19,95806.92,62341.9,66997.9
8,13.26,2016-01-14,13.37,12.29,14.237,15.168,13.324,13.4,13.48,43140.49,12.35,11.8,25786.59,12.5,2.55,0.33,002561,0.88,44468.19,59836.5,45344.87,34422.18
252,17.13,2017-01-17,17.18,16.4,18.896,18.783,17.708,17.33,17.79,201533.72,16.68,16.4,4.0,16.45,3.13,0.52,002561,4.69,369717.75,421309.85,243727.55,185802.62
290,16.75,2017-03-16,16.84,16.51,16.78,17.405,16.664,16.75,16.85,63722.0,16.57,16.51,48711.26,16.51,1.45,0.24,002561,1.39,64551.18,89508.76,52409.68,55137.32
99,16.89,2016-05-31,17.0,16.27,16.494,16.885,16.422,17.41,17.7,48031.72,15.99,15.71,21551.77,16.32,4.2,0.68,002412,1.4,21210.41,30326.27,21007.46,40015.62
19,15.72,2016-01-29,15.96,14.9,17.699,18.318,16.582,17.18,17.78,100370.44,14.95,14.42,40608.52,14.9,4.94,0.74,002322,2.89,54092.73,58065.95,45009.18,45755.24
273,20.77,2017-02-21,20.83,20.2,21.161,20.938,20.774,21.8,21.92,60406.49,20.64,20.2,15228.38,20.28,2.37,0.48,002322,1.01,22801.07,20161.33,25825.45,28817.81
287,20.55,2017-03-13,20.6,20.04,20.665,20.89,20.544,20.57,20.75,37705.31,20.35,20.04,15645.8,20.34,0.98,0.2,002322,1.28,38790.44,34344.72,31743.15,36497.76
8,6.35,2016-01-14,6.42,6.08,6.65,7.129,6.322,6.57,6.75,197155.69,5.6,5.5,62585.22,6.08,2.42,0.15,600236,0.77,101399.53,139530.59,92100.28,86536.32
19,5.63,2016-01-29,5.67,5.42,6.098,6.32,5.78,5.79,5.85,83201.24,5.53,5.42,39368.22,5.49,2.55,0.14,600236,0.7,105992.62,106426.18,102096.37,79440.28
113,7.29,2016-06-22,7.31,7.05,7.12,6.999,7.124,7.29,7.31,171165.67,6.67,6.41,33476.75,7.08,3.11,0.22,600236,1.52,132262.9,138630.66,113180.06,171165.67
199,6.65,2016-10-31,6.68,6.57,6.8,6.833,6.734,6.65,6.68,102332.03,6.46,6.45,63756.25,6.58,0.76,0.05,600236,0.63,104319.2,84260.56,105387.54,71633.93
280,6.39,2017-03-01,6.42,6.35,6.451,6.439,6.412,6.41,6.42,76648.15,6.29,6.23,31325.67,6.37,0.16,0.01,600236,0.15,73519.99,81942.79,63865.23,55670.96
32,36.11,2016-05-12,36.52,33.74,44.795,47.625,40.788,36.11,36.52,466373.88,15.31,14.33,81475.21,35.13,-3.19,-1.19,300081,8.9,68129.34,72535.12,89306.27,81475.21
151,19.2,2016-11-22,19.7,18.35,18.739,18.339,18.762,19.7,19.98,223754.31,17.8,17.51,78311.06,18.4,4.35,0.8,300081,7.46,164482.87,120279.85,109492.88,171058.44
168,15.56,2016-12-15,15.74,15.11,16.994,18.031,15.99,16.54,17.69,173333.52,15.56,14.89,31797.03,15.12,1.7,0.26,300081,2.54,88615.74,108196.93,77658.47,58306.8
190,12.97,2017-01-17,13.2,11.82,14.767,15.348,13.95,13.73,14.29,107862.41,12.44,11.82,35678.0,12.86,1.57,0.2,300081,3.87,56663.27,56336.68,66112.42,88791.45
8,12.36,2016-01-14,12.65,11.41,15.234,16.758,13.45,13.88,14.26,140127.56,11.63,10.96,55006.89,11.5,0.57,0.07,000622,4.74,121615.31,137845.77,131059.91,134185.34
19,10.91,2016-01-29,11.26,9.46,12.464,13.528,11.724,12.22,12.45,152386.12,10.35,9.46,43765.2,9.46,4.2,0.44,000622,5.38,106646.88,113756.81,99907.62,152386.12
36,10.17,2016-03-01,10.3,9.53,11.661,11.367,10.994,11.18,11.35,97368.88,10.17,9.53,55089.25,9.93,2.42,0.24,000622,1.81,94069.28,90065.36,94681.8,76977.82
92,8.81,2016-05-23,8.81,8.33,9.612,11.291,9.02,9.75,9.9,95219.76,8.65,8.33,33467.11,8.39,5.01,0.42,000622,2.17,80833.15,79256.89,86340.43,92333.75
107,8.56,2016-06-15,8.63,8.17,9.217,9.083,8.778,8.56,8.63,117611.26,7.25,7.07,31987.77,8.2,4.01,0.33,000622,0.99,55386.67,63873.29,53508.69,42272.41
141,7.23,2016-08-02,7.29,7.15,7.627,7.666,7.372,7.92,8.07,94527.3,7.23,7.15,15462.0,7.18,0.7,0.05,000622,0.36,44175.75,42971.63,35162.88,15462.0
208,8.78,2016-12-27,8.87,8.67,8.851,8.926,8.838,9.18,9.27,73084.6,8.73,8.67,28078.5,8.73,0.57,0.05,000622,0.83,41940.15,48815.47,32605.85,35120.66
219,8.86,2017-01-12,9.08,8.71,8.958,8.918,8.794,8.86,9.08,62561.3,8.13,7.8,14618.81,8.74,1.37,0.12,000622,1.06,46906.61,42648.49,38888.32,45186.61
240,8.26,2017-02-16,8.3,8.13,8.321,8.315,8.246,8.38,8.57,50966.0,7.98,7.86,17011.0,8.14,1.6,0.13,000622,0.59,23070.0,24900.14,28727.55,25199.36
8,22.16,2016-01-14,22.19,19.01,26.934,31.096,22.794,27.01,27.01,307200.44,20.39,19.01,110783.13,19.2,9.43,1.91,002189,6.21,91324.52,95036.65,98385.7,123338.84
252,22.56,2017-01-17,22.75,21.55,23.555,22.851,23.294,23.96,24.5,76507.87,22.09,21.55,22269.11,21.55,3.11,0.68,002189,3.85,108334.19,66646.59,97834.52,76507.87
40,22.37,2016-09-06,22.37,21.23,23.109,24.389,22.708,22.61,22.85,116638.69,20.61,20.4,29711.87,21.88,1.87,0.41,603069,11.48,92153.17,178904.41,86716.96,90715.29
127,15.61,2017-01-17,15.69,14.73,17.536,18.32,16.446,16.64,16.88,54449.98,15.31,14.73,9518.0,15.11,2.9,0.44,603069,4.3,30303.01,30137.88,35037.84,33933.3
142,14.87,2016-08-02,14.89,14.68,15.724,16.17,15.002,15.22,15.3,106254.94,14.74,14.65,52225.21,14.71,1.16,0.17,002130,1.39,117212.77,160135.85,111294.43,59685.07
167,15.3,2016-09-06,15.35,14.88,15.1,15.145,15.032,15.46,16.0,269616.72,14.59,14.51,31112.06,14.88,2.82,0.42,002130,2.41,58224.1,69014.21,54305.21,103949.71
288,14.1,2017-03-16,14.11,13.93,14.107,14.089,14.07,14.2,14.61,133923.73,14.09,13.93,38262.08,13.94,0.86,0.12,002130,0.89,53751.57,57880.53,42100.41,38262.08
94,7.25,2016-05-31,7.26,7.02,7.149,7.217,7.09,7.46,7.55,167754.48,6.97,6.86,59396.61,7.02,3.28,0.23,600106,0.96,58715.02,67609.57,52319.62,87254.46
103,7.18,2016-06-27,7.27,6.89,7.272,7.221,7.2,7.25,7.39,180783.44,7.03,6.89,68737.5,6.94,3.01,0.21,600106,0.99,106635.22,84301.58,108488.95,90095.86
148,7.1,2016-08-29,7.1,7.0,7.106,7.049,7.064,7.19,7.46,307828.5,7.01,6.96,68584.86,7.03,1.14,0.08,600106,0.89,82259.9,90196.51,66625.49,80883.49
19,36.3,2016-01-29,36.3,32.01,35.369,35.426,35.216,41.52,42.5,46775.71,36.3,32.01,21249.4,33.0,10.0,3.3,300342,1.4,36650.25,40179.88,32471.04,26466.01
32,40.63,2016-02-24,40.99,36.8,39.723,37.95,39.162,40.63,40.99,48583.34,31.0,30.81,16950.5,38.05,6.42,2.45,300342,2.38,31975.13,33368.02,34567.0,44891.9
209,24.41,2016-11-29,24.46,23.68,24.431,24.624,24.142,25.04,25.16,53941.49,21.17,21.07,7829.69,23.73,2.87,0.68,300342,1.06,17928.61,17487.22,19342.97,29819.58
19,15.65,2016-01-29,15.83,14.8,16.88,17.722,16.024,17.75,18.01,495878.59,15.06,14.75,181746.56,14.89,3.3,0.5,000078,3.83,291313.5,333634.28,283226.07,279762.12
143,6.88,2016-08-03,6.93,6.66,7.019,7.286,6.788,7.12,7.28,742505.69,6.71,6.64,142501.62,6.69,2.38,0.16,000078,1.82,354901.71,408266.97,315213.67,334354.34
8,30.79,2016-01-14,31.1,26.02,30.805,33.575,29.914,30.79,31.1,50823.16,26.46,25.2,17616.72,28.24,6.54,1.89,002734,15.64,24520.05,29891.19,26375.65,50823.16
72,26.93,2016-04-21,27.7,26.2,28.325,28.303,27.928,29.3,29.99,57708.89,26.81,26.2,12364.6,26.25,1.51,0.4,002734,3.38,33429.5,34406.08,28204.45,29312.25
97,27.96,2016-05-27,28.12,26.66,28.9,28.959,28.156,29.98,30.45,50158.27,27.9,26.66,26397.98,26.8,2.83,0.77,002734,5.78,31592.67,35099.93,35769.58,50158.27
142,30.58,2016-08-02,30.59,30.1,31.445,32.012,30.782,31.88,32.08,31122.96,30.3,29.98,9370.81,30.1,1.23,0.37,002734,1.19,30802.39,34974.48,20477.14,9370.81
246,33.35,2017-01-09,33.44,32.91,33.862,33.464,33.756,33.35,33.69,20434.94,29.54,29.26,5892.89,33.1,-0.45,-0.15,002734,1.56,17317.61,24467.74,14481.0,12278.0
8,8.82,2016-01-14,8.85,7.96,10.079,11.981,8.958,8.93,8.99,282900.69,7.44,7.02,147497.11,8.1,3.52,0.3,002429,1.76,263600.63,289413.23,287204.27,279643.75
117,7.78,2016-08-02,7.82,7.69,8.145,8.363,7.832,8.14,8.19,236470.44,7.78,7.69,65390.72,7.69,0.78,0.06,002429,0.47,135684.22,168373.02,153957.79,75083.17
172,10.25,2016-10-27,10.35,10.06,10.183,9.647,10.272,10.93,10.99,320225.38,10.15,9.99,109748.46,10.06,1.08,0.11,002429,0.88,203589.68,288215.67,185617.25,139066.55
84,20.96,2016-05-10,21.11,20.63,21.919,22.138,21.786,21.19,21.5,69823.55,20.26,19.91,31965.83,20.7,1.6,0.33,600729,1.09,48674.82,54887.26,55516.9,40682.71
162,26.45,2016-08-30,26.65,25.2,25.897,26.705,25.724,26.98,28.76,209181.34,25.15,24.52,23038.58,25.3,4.26,1.08,600729,3.15,57117.62,66636.43,52738.42,117602.12
189,25.06,2016-11-14,25.19,24.5,24.875,25.295,24.63,25.26,25.4,75102.49,24.63,24.45,25239.99,24.5,2.79,0.68,600729,2.01,50501.11,55527.41,52264.22,75102.49
234,23.79,2017-01-17,23.86,23.16,23.96,23.737,23.792,24.12,24.29,24184.65,23.64,23.16,9938.22,23.23,2.72,0.63,600729,0.6,31400.0,31116.05,26387.39,24184.65
8,9.17,2016-01-14,9.24,8.51,10.337,11.972,9.326,10.11,10.11,195816.7,8.44,8.0,59679.85,8.6,2.92,0.26,002651,1.91,65593.5,74173.58,70817.64,59679.85
17,8.44,2016-01-27,8.61,8.0,9.16,9.951,9.108,8.76,8.88,76553.38,7.75,7.68,38680.29,8.16,-1.97,-0.17,002651,2.34,91893.66,81338.21,94244.24,73311.26
73,8.45,2016-04-22,8.45,8.22,9.142,9.138,8.712,9.16,9.59,140803.28,8.37,8.17,28616.6,8.32,1.32,0.11,002651,1.62,90538.45,100221.62,70181.36,50801.0
99,8.16,2016-05-31,8.19,7.81,7.922,8.122,7.942,8.96,9.3,142928.89,8.16,7.81,48740.72,7.82,3.95,0.31,002651,2.23,38133.63,47017.06,37113.4,69847.28
137,10.9,2016-07-26,10.93,10.24,10.568,10.776,10.472,10.9,10.98,183518.56,9.43,9.25,36496.97,10.34,5.83,0.6,002651,4.85,101505.25,215572.03,96765.09,183518.56
158,10.0,2016-08-24,10.48,9.54,9.862,9.771,9.84,10.99,11.09,289761.72,9.8,9.54,47200.45,9.62,4.17,0.4,002651,3.14,60512.34,59617.48,56357.09,118769.16
19,12.14,2016-01-29,12.26,11.72,13.234,13.876,12.534,13.26,13.55,83822.06,11.99,11.72,25658.62,11.8,3.76,0.44,601368,2.3,38721.62,43474.83,36314.27,33802.06
242,12.29,2016-12-29,12.36,12.09,12.264,12.417,12.228,12.36,12.45,76764.28,12.04,12.02,25283.61,12.19,0.66,0.08,601368,1.67,25666.48,33612.07,26245.22,49017.02
254,11.43,2017-01-17,11.48,11.21,12.018,12.125,11.75,11.71,11.72,20241.35,11.32,11.21,11695.89,11.3,0.97,0.11,601368,0.68,32598.05,31894.07,32080.91,19931.92
8,12.04,2016-01-14,12.18,10.75,13.804,15.731,12.192,12.55,12.8,130034.55,10.12,9.6,43491.48,10.86,7.21,0.81,002671,4.11,96477.54,115745.05,108077.95,130034.55
88,11.11,2016-05-16,11.14,10.7,11.872,12.618,11.008,11.4,11.7,141171.11,10.65,10.4,42997.99,10.77,2.3,0.25,002671,1.45,68169.66,69305.92,59417.32,45869.2
249,11.2,2017-01-16,11.3,10.44,11.845,11.909,11.564,11.91,12.12,44769.23,11.2,10.44,8663.66,11.02,-0.8,-0.09,002671,1.43,29585.68,29597.5,32453.86,44769.23
147,18.99,2016-11-01,19.25,18.59,18.695,18.734,18.648,18.99,19.25,119819.69,18.37,18.06,51586.35,18.59,2.26,0.42,600200,2.12,69271.41,78821.19,65568.95,119688.37
235,16.7,2017-03-13,16.71,16.46,17.026,17.159,16.856,17.19,17.47,198717.38,16.48,16.46,47940.5,16.58,0.06,0.01,600200,0.93,64242.91,65100.98,66411.01,62010.66
34,37.37,2016-09-27,37.49,36.57,40.675,43.067,38.97,38.19,38.8,126744.96,35.57,35.11,52657.36,36.8,1.66,0.61,300528,8.46,102811.88,177517.12,89945.69,65639.56
106,27.5,2017-01-17,27.5,24.67,29.771,31.328,27.564,28.58,29.1,103871.7,26.4,24.67,3.0,24.89,10.0,2.5,300528,6.34,31430.12,26479.14,39761.14,49189.4
19,15.59,2016-01-29,15.82,15.15,16.758,17.62,16.006,16.39,16.69,76516.92,15.36,15.14,27124.76,15.16,2.84,0.43,603188,1.12,37720.92,41796.84,37486.28,42530.02
51,17.55,2016-05-31,17.58,16.55,17.097,16.888,16.928,18.47,18.6,143322.59,16.4,16.24,42683.75,16.58,6.62,1.09,603188,2.21,61535.31,66485.0,52318.64,83768.75
119,18.7,2016-09-06,18.73,18.2,19.035,19.376,18.77,18.7,18.78,55702.79,17.61,17.5,28369.98,18.54,1.52,0.28,603188,1.02,44384.71,55508.86,49659.71,38619.03
151,18.21,2016-10-31,18.23,18.0,18.337,18.175,18.366,19.51,19.81,202652.98,18.21,18.0,31846.4,18.02,0.55,0.1,603188,0.84,45050.0,39566.08,40256.85,31846.4
36,28.24,2016-03-01,28.56,26.1,33.042,33.142,30.184,29.91,31.47,68757.56,27.25,26.02,36991.74,27.35,3.94,1.07,300339,3.37,56996.57,51012.88,60765.46,68757.56
73,31.55,2016-04-22,31.56,30.62,34.674,35.31,32.964,33.36,34.3,63253.29,31.29,30.25,29846.64,30.62,1.54,0.48,300339,1.48,52023.65,61789.85,51225.51,30282.94
94,9.74,2016-05-31,9.77,9.36,9.591,9.792,9.538,10.25,10.39,103970.77,9.73,9.36,52294.52,9.36,4.39,0.41,000533,0.86,55500.53,90955.22,48154.59,58756.79
160,10.95,2016-09-02,11.04,10.81,11.243,11.076,11.114,12.35,13.06,654423.31,10.79,10.7,38209.39,10.81,0.64,0.07,000533,1.01,79772.98,94763.68,68066.61,69502.16
228,10.35,2017-03-14,10.35,10.2,10.32,10.333,10.272,10.75,10.92,120254.66,10.34,10.2,47355.77,10.2,1.27,0.13,000533,0.74,45305.22,69261.14,41055.94,50522.8
15,15.42,2016-03-01,15.64,14.12,18.347,18.399,16.758,16.98,16.98,287963.56,14.98,14.12,93951.13,14.93,2.87,0.43,002228,4.96,202724.86,234178.18,167402.57,172334.69
65,18.04,2016-05-12,18.18,17.1,17.733,18.623,17.464,18.7,18.95,419722.09,5.45,5.42,121324.64,17.26,4.88,0.84,002228,4.41,139268.65,117362.14,126319.73,164421.61
78,5.56,2016-05-31,5.59,5.22,5.514,11.716,5.388,5.81,5.88,319729.81,5.16,5.09,116995.57,5.26,6.51,0.34,002228,2.79,219944.85,175635.65,186407.23,290131.47
86,5.2,2016-06-14,5.25,5.09,5.522,6.816,5.46,5.44,5.48,206936.11,5.2,5.03,116995.57,5.12,0.78,0.04,002228,1.13,206449.76,206752.87,168299.54,116995.57
116,5.72,2016-07-26,5.72,5.64,5.805,5.793,5.732,5.72,5.75,223333.95,5.21,5.14,48729.69,5.65,1.06,0.06,002228,0.84,139558.82,196507.16,109970.16,87287.16
192,5.69,2016-11-22,5.72,5.62,5.697,5.681,5.682,5.69,5.73,141149.25,5.37,5.35,57852.67,5.62,1.25,0.07,002228,0.99,151142.27,170209.01,115459.48,102935.06
